replicate,plate number,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12
1,1,0,0,1,1,1,0,0,0,0,1,0,77,0,0,0,0,0
1,2,0,1,1,0,1,1,0,0,6,97,92,0,0,0,0,0,46
1,3,1,0,1,1,0,13,1,0,1,0,66,107,0,0,79,118,0
1,4,0,1,1,0,0,0,0,1,39,1,0,126,78,61,0,190,0
1,5,0,0,0,1,0,1,0,1,0,0,46,84,0,0,134,19,0
1,6,0,0,1,2,0,0,0,2,0,0,48,72,0,76,62,0,22
1,7,1,NA,0,0,0,1,0,1,0,1,52,0,0,0,0,0,0
1,8,1,1,0,0,3,0,1,24,0,42,44,0,5,0,0,53,1
1,9,1,1,0,1,1,0,0,0,0,0,119,0,0,0,74,117,5
1,10,1,0,1,0,0,0,2,82,0,0,0,0,104,30,0,1,69
1,11,0,0,1,0,0,16,0,0,33,110,0,139,0,0,0,0,1
1,12,1,0,NA,1,1,0,0,38,13,25,0,58,118,0,1,68,0
1,13,0,0,0,1,0,0,34,0,34,0,0,0,0,0,97,0,0
1,14,0,1,1,1,0,1,0,57,0,0,0,0,0,0,0,0,0
1,15,0,0,0,1,0,1,0,1,0,77,0,0,22,0,0,83,0
1,16,0,1,1,1,37,0,0,0,0,15,103,0,0,0,0,0,0
1,17,1,1,0,0,0,0,0,37,0,0,0,0,0,0,0,52,56
1,18,0,0,0,0,1,0,0,46,0,0,13,1,27,0,0,0,0
1,19,0,1,0,0,1,1,1,38,0,0,0,0,47,0,65,0,1
1,20,0,0,0,0,3,67,1,28,70,0,50,0,0,0,77,45,98
1,21,0,1,0,0,0,0,1,0,0,1,0,44,0,1,74,78,66
1,22,1,1,0,0,0,0,67,0,0,0,0,0,111,0,0,45,0
1,23,0,0,0,0,0,1,45,0,0,0,47,0,65,0,0,0,0
1,24,1,1,0,0,2,1,0,91,27,9,0,0,128,0,0,0,52
1,25,1,NA,0,0,1,0,2,0,94,1,0,0,0,100,0,94,0
1,26,0,1,0,0,1,1,1,0,0,0,0,0,0,129,157,0,0
1,27,0,0,0,0,0,1,0,1,34,0,0,80,0,242,72,0,0
1,28,0,0,3,0,1,0,89,2,0,0,7,0,87,0,0,83,32
1,29,1,1,0,0,0,1,0,17,0,0,151,108,0,0,1,0,0
1,30,0,1,0,1,0,60,41,0,19,0,1,0,0,0,0,0,51
0,1,1,0,0,1,0,1,0,42,1,0,0,0,60,NA,NA,NA,NA
0,2,0,0,1,0,1,0,0,45,51,0,0,0,11,NA,NA,NA,NA
0,3,1,1,0,1,0,0,1,1,0,0,92,0,75,NA,NA,NA,NA
0,4,1,0,0,0,1,0,1,1,135,107,0,0,37,NA,NA,NA,NA
0,5,1,1,1,1,0,1,0,0,0,120,0,0,28,NA,NA,NA,NA
0,6,0,0,1,0,1,0,0,0,0,180,113,0,0,NA,NA,NA,NA
0,7,0,1,0,1,0,1,13,0,0,0,52,0,0,NA,NA,NA,NA
0,8,1,1,1,0,0,1,0,59,66,65,0,0,1,NA,NA,NA,NA
0,9,2,0,0,0,0,0,87,14,0,0,65,0,0,NA,NA,NA,NA
0,10,1,1,0,1,0,0,0,1,0,0,0,0,137,NA,NA,NA,NA
0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA
0,12,1,1,1,0,1,1,1,49,0,74,0,1,68,NA,NA,NA,NA
0,13,1,1,0,0,0,1,0,0,0,64,0,0,0,NA,NA,NA,NA
0,14,0,0,0,4,1,1,1,176,1,0,118,44,71,NA,NA,NA,NA
0,15,0,0,0,0,0,1,0,1,0,0,0,151,0,NA,NA,NA,NA
0,16,0,1,1,1,0,0,0,0,23,124,113,0,0,NA,NA,NA,NA
0,17,0,1,0,1,1,1,0,0,1,0,0,62,32,NA,NA,NA,NA
0,18,0,1,0,0,0,0,0,0,0,0,0,64,1,NA,NA,NA,NA
0,19,1,1,0,0,0,0,1,1,14,0,0,0,0,NA,NA,NA,NA
0,20,1,1,0,0,0,0,1,26,0,137,0,0,157,NA,NA,NA,NA
0,21,1,2,1,1,1,0,21,0,0,59,0,0,0,NA,NA,NA,NA
0,22,1,1,1,1,0,0,1,0,0,0,37,0,0,NA,NA,NA,NA
0,23,0,1,0,1,1,1,1,84,1,1,0,118,23,NA,NA,NA,NA
0,24,1,0,0,0,0,1,1,36,0,22,78,0,0,NA,NA,NA,NA
0,25,1,1,1,0,1,0,0,8,0,0,1,61,1,NA,NA,NA,NA
0,26,1,0,1,1,1,1,1,0,0,1,35,11,4,NA,NA,NA,NA
0,27,0,0,1,1,0,1,1,36,8,1,0,0,0,NA,NA,NA,NA
0,28,1,0,1,0,1,1,0,1,0,0,77,0,0,NA,NA,NA,NA
0,29,1,1,0,0,1,0,0,0,0,0,1,99,0,NA,NA,NA,NA
0,30,1,0,0,0,24,0,33,81,0,0,0,44,89,NA,NA,NA,NA
3,1,0,0,0,1,0,0,0,0,1,0,0,0,10,25,0,62,47
3,2,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0
3,3,0,0,0,0,0,1,1,0,0,1,0,1,33,51,0,65,0
3,4,0,0,0,0,1,0,0,0,0,0,0,15,1,0,15,0,0
3,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,6,1,0,1,1,0,0,23,0,0,0,0,7,0,0,0,0,0
3,7,1,1,2,0,1,8,0,0,0,0,24,0,34,0,0,0,1
3,8,1,0,0,0,1,0,0,0,0,12,1,23,1,0,0,1,36
3,9,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3,10,1,1,1,1,0,0,0,0,0,0,0,0,187,59,18,0,2
3,11,1,1,0,0,0,0,0,0,0,0,6,0,1,24,0,0,24
3,12,0,0,0,0,1,0,0,3,0,0,0,0,0,10,0,0,48
3,13,1,1,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0
3,14,0,1,0,1,0,1,1,0,52,90,58,0,0,0,20,0,65
3,15,0,0,0,1,0,0,0,22,1,36,0,0,0,0,4,0,0
3,16,0,1,1,0,1,0,1,1,1,47,85,0,37,0,21,0,2
3,17,0,1,0,1,0,1,0,23,0,0,0,0,31,14,0,0,24
3,18,0,0,0,0,0,0,0,0,0,56,0,1,1,0,19,0,0
3,19,0,0,0,1,1,1,0,1,0,0,0,0,39,2,0,23,1
3,20,0,0,1,0,1,1,1,0,0,59,0,42,0,26,0,0,1
3,21,0,1,0,1,0,0,1,2,0,0,0,0,0,35,0,0,0
3,22,1,1,1,0,0,1,1,1,0,77,0,0,0,0,31,0,56
3,23,1,0,0,1,1,0,0,20,0,0,0,0,0,0,0,58,10
3,24,1,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,99
3,25,0,1,0,1,0,0,0,1,0,0,0,0,1,0,26,1,2
3,26,0,0,0,1,0,0,1,35,6,0,0,44,1,0,46,0,14
3,27,1,0,0,0,0,17,1,0,0,0,9,0,9,1,28,0,0
3,28,1,1,0,0,0,0,0,0,0,1,12,0,0,10,0,0,0
3,29,0,0,0,0,1,0,0,0,1,44,0,0,20,0,0,0,29
3,30,0,0,0,0,0,2,1,0,0,0,0,40,0,9,0,0,0
4,1,1,0,1,0,1,0,0,0,0,62,0,100,2,1,NA,NA,NA
4,2,1,0,1,1,1,1,1,0,0,10,1,32,94,0,NA,NA,NA
4,3,0,1,1,0,0,1,0,1,58,0,19,73,0,0,NA,NA,NA
4,4,0,1,1,0,0,0,0,67,0,0,0,0,0,48,NA,NA,NA
4,5,0,2,0,1,1,0,0,1,0,44,0,0,1,0,NA,NA,NA
4,6,1,1,0,0,1,0,0,1,1,0,0,20,7,88,NA,NA,NA
4,7,0,0,1,0,0,0,1,0,1,1,80,0,102,37,NA,NA,NA
4,8,1,0,1,1,1,1,0,0,0,0,0,46,0,0,NA,NA,NA
4,9,2,1,0,1,0,0,0,1,0,0,44,2,15,55,NA,NA,NA
4,10,0,1,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA
4,11,1,0,0,1,1,3,0,0,0,1,0,51,0,0,NA,NA,NA
4,12,0,1,0,1,0,0,0,1,1,64,0,129,0,0,NA,NA,NA
4,13,0,1,0,0,1,1,31,0,21,0,0,87,1,0,NA,NA,NA
4,14,1,0,0,0,0,0,1,0,0,0,0,0,0,70,NA,NA,NA
4,15,0,1,1,0,0,0,31,0,79,39,0,0,1,0,NA,NA,NA
4,16,0,1,0,0,0,0,0,1,0,0,1,1,0,0,NA,NA,NA
4,17,1,0,1,0,1,0,0,0,0,0,0,0,77,0,NA,NA,NA
4,18,0,1,0,0,0,0,0,0,0,1,45,93,0,85,NA,NA,NA
4,19,0,0,0,1,0,1,0,0,1,0,0,57,0,0,NA,NA,NA
4,20,1,1,0,0,1,0,1,0,0,80,0,80,53,0,NA,NA,NA
4,21,0,1,0,0,0,0,0,0,1,0,16,0,37,1,NA,NA,NA
4,22,1,1,0,0,0,0,0,0,0,1,0,0,62,44,NA,NA,NA
4,23,0,1,0,0,0,0,0,0,0,56,1,0,1,41,NA,NA,NA
4,24,2,0,1,0,1,1,1,0,0,0,0,86,81,0,NA,NA,NA
4,25,1,0,1,0,0,1,0,20,0,56,0,1,68,65,NA,NA,NA
4,26,1,0,1,0,1,0,0,0,1,31,0,0,0,38,NA,NA,NA
4,27,1,0,1,0,0,1,0,0,0,0,44,0,0,0,NA,NA,NA
4,28,1,0,0,1,1,1,1,0,0,86,1,0,61,49,NA,NA,NA
4,29,0,1,1,0,0,1,0,0,63,1,0,0,128,0,NA,NA,NA
4,30,1,1,2,1,0,0,0,0,0,42,0,0,38,94,NA,NA,NA